Customer_ID,Age,Gender,City,State,purchase_count,Loyalty_Tier
CUST_00084,28,Female,Chicago,Illinois,75,Platinum
CUST_00085,25,Other,Seattle,Washington,21,Gold
CUST_00086,28,Male,New York City,New York,27,Platinum
CUST_00087,45,Male,Boston,Massachusetts,62,Platinum
CUST_00088,38,Male,Chicago,Illinois,66,Platinum
CUST_00089,28,Male,Dallas,Texas,135,Platinum
CUST_00090,41,Male,New York City,New York,49,Platinum
CUST_00091,36,Female,Austin,Texas,57,Platinum
CUST_00092,46,Female,San Francisco,California,132,Platinum
CUST_00093,26,Male,Austin,Texas,24,Gold
CUST_00094,31,Female,Denver,Colorado,10,Silver
CUST_00095,30,Female,Austin,Texas,43,Platinum
CUST_00096,18,Female,San Francisco,California,37,Platinum
CUST_00097,38,Female,Los Angeles,California,11,Silver
CUST_00098,38,Female,Denver,Colorado,19,Gold
CUST_00099,35,Female,Dallas,Texas,55,Platinum
CUST_00100,32,Female,Denver,Colorado,12,Gold
CUST_00101,18,Female,Denver,Colorado,60,Platinum
CUST_00102,29,Male,Boston,Massachusetts,40,Platinum
CUST_00103,30,Male,Atlanta,Georgia,71,Platinum
CUST_00104,25,Female,Dallas,Texas,80,Platinum
CUST_00105,33,Male,New York City,New York,32,Platinum
CUST_00106,39,Male,Chicago,Illinois,46,Platinum
CUST_00107,57,Female,Austin,Texas,31,Platinum
CUST_00108,37,Male,Denver,Colorado,25,Platinum
CUST_00109,38,Female,Denver,Colorado,74,Platinum
CUST_00110,34,Female,Dallas,Texas,33,Platinum
CUST_00111,18,Female,Atlanta,Georgia,44,Platinum
CUST_00112,34,Female,Denver,Colorado,66,Platinum
CUST_00113,35,Male,Austin,Texas,50,Platinum
CUST_00114,64,Female,Atlanta,Georgia,30,Platinum
CUST_00115,32,Female,Austin,Texas,68,Platinum
CUST_00116,38,Other,San Francisco,California,23,Gold
CUST_00117,34,Male,Austin,Texas,35,Platinum
CUST_00118,20,Male,New York City,New York,25,Platinum
CUST_00119,48,Female,Los Angeles,California,26,Platinum
CUST_00120,44,Male,Austin,Texas,21,Gold
CUST_00121,44,Female,Denver,Colorado,24,Gold
CUST_00122,24,Male,New York City,New York,19,Gold
CUST_00123,51,Male,Atlanta,Georgia,10,Silver
CUST_00124,18,Male,Atlanta,Georgia,39,Platinum
CUST_00125,42,Male,Austin,Texas,83,Platinum
CUST_00126,61,Female,Austin,Texas,34,Platinum
CUST_00127,23,Female,San Francisco,California,33,Platinum
CUST_00128,28,Male,New York City,New York,39,Platinum
CUST_00129,36,Female,San Francisco,California,54,Platinum
CUST_00130,28,Male,Austin,Texas,61,Platinum
CUST_00131,18,Female,Austin,Texas,49,Platinum
CUST_00132,35,Male,San Francisco,California,12,Gold
CUST_00133,22,Female,Austin,Texas,63,Platinum
CUST_00134,40,Female,Atlanta,Georgia,19,Gold
CUST_00135,23,Female,Austin,Texas,51,Platinum
CUST_00136,53,Female,Austin,Texas,92,Platinum
CUST_00137,25,Female,Los Angeles,California,57,Platinum
CUST_00138,31,Female,Denver,Colorado,24,Gold
CUST_00139,44,Female,Seattle,Washington,29,Platinum
CUST_00140,20,Female,Austin,Texas,70,Platinum
CUST_00141,37,Female,Chicago,Illinois,34,Platinum
CUST_00142,50,Male,Seattle,Washington,85,Platinum
CUST_00143,18,Female,New York City,New York,56,Platinum
CUST_00144,37,Male,Dallas,Texas,19,Gold
CUST_00145,38,Female,Chicago,Illinois,88,Platinum
CUST_00146,44,Female,New York City,New York,36,Platinum
CUST_00147,20,Female,Chicago,Illinois,38,Platinum
CUST_00148,19,Male,Chicago,Illinois,32,Platinum
CUST_00149,41,Male,Austin,Texas,34,Platinum
CUST_00150,38,Female,Denver,Colorado,25,Platinum
CUST_00151,38,Female,New York City,New York,41,Platinum
CUST_00152,39,Male,Denver,Colorado,103,Platinum
CUST_00153,26,Male,Seattle,Washington,62,Platinum
CUST_00154,37,Female,Denver,Colorado,124,Platinum
CUST_00155,38,Female,Boston,Massachusetts,76,Platinum
CUST_00156,26,Male,New York City,New York,23,Gold
CUST_00157,57,Male,Denver,Colorado,33,Platinum
CUST_00158,40,Male,Dallas,Texas,101,Platinum
CUST_00159,20,Female,Chicago,Illinois,15,Gold
CUST_00160,42,Male,Chicago,Illinois,11,Silver
CUST_00161,23,Male,Austin,Texas,55,Platinum
CUST_00162,44,Male,New York City,New York,11,Silver
CUST_00163,48,Male,New York City,New York,24,Gold
CUST_00164,25,Female,Los Angeles,California,22,Gold
CUST_00165,46,Male,New York City,New York,26,Platinum
CUST_00166,39,Male,Atlanta,Georgia,43,Platinum
CUST_00167,44,Male,San Francisco,California,120,Platinum
CUST_00168,57,Male,New York City,New York,83,Platinum
CUST_00169,32,Male,Chicago,Illinois,25,Platinum
CUST_00170,25,Female,Dallas,Texas,32,Platinum
CUST_00171,24,Female,Atlanta,Georgia,37,Platinum
CUST_00172,25,Female,Austin,Texas,77,Platinum
CUST_00173,34,Female,New York City,New York,37,Platinum
CUST_00174,39,Female,New York City,New York,40,Platinum
CUST_00175,38,Male,Austin,Texas,61,Platinum
CUST_00176,44,Female,Chicago,Illinois,13,Gold
CUST_00177,35,Female,Atlanta,Georgia,27,Platinum
CUST_00178,52,Female,New York City,New York,65,Platinum
CUST_00179,31,Female,Seattle,Washington,12,Gold
CUST_00180,67,Male,San Francisco,California,43,Platinum
CUST_00181,42,Female,New York City,New York,83,Platinum
CUST_00182,24,Female,Austin,Texas,49,Platinum
CUST_00183,22,Other,Seattle,Washington,94,Platinum
CUST_00184,40,Male,Atlanta,Georgia,22,Gold
CUST_00185,32,Male,San Francisco,California,15,Gold
CUST_00186,43,Male,Austin,Texas,46,Platinum
CUST_00187,40,Female,Austin,Texas,21,Gold
CUST_00188,34,Male,Austin,Texas,8,Silver
CUST_00189,24,Male,Chicago,Illinois,119,Platinum
CUST_00190,18,Other,Seattle,Washington,43,Platinum
CUST_00191,29,Male,Austin,Texas,27,Platinum
CUST_00192,45,Female,Dallas,Texas,14,Gold
CUST_00193,37,Male,Chicago,Illinois,56,Platinum
CUST_00194,20,Female,San Francisco,California,17,Gold
CUST_00195,37,Female,Los Angeles,California,37,Platinum
CUST_00196,39,Female,Austin,Texas,35,Platinum
CUST_00197,24,Female,Atlanta,Georgia,127,Platinum
CUST_00198,36,Male,Austin,Texas,46,Platinum
CUST_00199,35,Male,New York City,New York,56,Platinum
CUST_00200,21,Male,Atlanta,Georgia,83,Platinum
CUST_00201,39,Female,Atlanta,Georgia,12,Gold
CUST_00202,41,Female,Denver,Colorado,14,Gold
CUST_00203,47,Male,Chicago,Illinois,50,Platinum
CUST_00204,47,Female,Seattle,Washington,47,Platinum
CUST_00205,18,Male,Dallas,Texas,70,Platinum
CUST_00206,23,Female,Austin,Texas,23,Gold
CUST_00207,41,Female,Dallas,Texas,25,Platinum
CUST_00208,41,Male,Denver,Colorado,7,Silver
CUST_00209,41,Female,Denver,Colorado,35,Platinum
CUST_00210,75,Male,Denver,Colorado,74,Platinum
CUST_00211,41,Female,Denver,Colorado,75,Platinum
CUST_00212,48,Female,Boston,Massachusetts,84,Platinum
CUST_00213,46,Male,Chicago,Illinois,19,Gold
CUST_00214,42,Male,Boston,Massachusetts,47,Platinum
CUST_00215,31,Male,Austin,Texas,45,Platinum
CUST_00216,44,Female,Seattle,Washington,70,Platinum
CUST_00217,25,Female,Dallas,Texas,14,Gold
CUST_00218,32,Male,San Francisco,California,39,Platinum
CUST_00219,29,Female,Chicago,Illinois,23,Gold
CUST_00220,35,Female,Chicago,Illinois,41,Platinum
CUST_00221,62,Male,Atlanta,Georgia,39,Platinum
CUST_00222,18,Male,Dallas,Texas,62,Platinum
CUST_00223,43,Female,Austin,Texas,28,Platinum
CUST_00224,18,Female,Dallas,Texas,34,Platinum
CUST_00225,29,Male,Denver,Colorado,36,Platinum
CUST_00226,48,Male,New York City,New York,10,Silver
CUST_00227,35,Male,Atlanta,Georgia,15,Gold
CUST_00228,22,Female,Denver,Colorado,34,Platinum
CUST_00229,26,Male,Dallas,Texas,57,Platinum
CUST_00230,43,Male,New York City,New York,21,Gold
CUST_00231,26,Female,Austin,Texas,53,Platinum
CUST_00232,37,Female,Denver,Colorado,16,Gold
CUST_00233,35,Male,Austin,Texas,13,Gold
CUST_00234,27,Male,Seattle,Washington,46,Platinum
CUST_00235,60,Female,New York City,New York,9,Silver
CUST_00236,42,Male,Denver,Colorado,15,Gold
CUST_00237,18,Male,Austin,Texas,43,Platinum
CUST_00238,37,Female,New York City,New York,98,Platinum
CUST_00239,27,Male,Dallas,Texas,34,Platinum
CUST_00240,45,Female,Austin,Texas,36,Platinum
CUST_00241,25,Female,San Francisco,California,138,Platinum
CUST_00242,33,Male,Boston,Massachusetts,107,Platinum
CUST_00243,41,Male,San Francisco,California,25,Platinum
CUST_00244,45,Female,Dallas,Texas,44,Platinum
CUST_00245,20,Female,Austin,Texas,75,Platinum
CUST_00246,30,Female,New York City,New York,27,Platinum
CUST_00247,29,Female,Atlanta,Georgia,83,Platinum
CUST_00248,27,Male,Seattle,Washington,33,Platinum
CUST_00249,56,Female,San Francisco,California,57,Platinum
CUST_00250,39,Male,San Francisco,California,13,Gold
CUST_00251,19,Male,Denver,Colorado,24,Gold
CUST_00252,46,Male,Austin,Texas,116,Platinum
CUST_00253,60,Male,Dallas,Texas,36,Platinum
CUST_00254,47,Female,San Francisco,California,44,Platinum
CUST_00255,18,Male,Denver,Colorado,29,Platinum
CUST_00256,29,Male,Atlanta,Georgia,64,Platinum
CUST_00257,50,Male,New York City,New York,29,Platinum
CUST_00258,26,Female,New York City,New York,75,Platinum
CUST_00259,40,Female,Atlanta,Georgia,28,Platinum
CUST_00260,44,Male,Dallas,Texas,17,Gold
CUST_00261,23,Male,Denver,Colorado,67,Platinum
CUST_00262,34,Male,Austin,Texas,10,Silver
CUST_00263,18,Female,Austin,Texas,45,Platinum
CUST_00264,22,Female,San Francisco,California,37,Platinum
CUST_00265,31,Female,New York City,New York,91,Platinum
CUST_00266,20,Female,Dallas,Texas,42,Platinum
CUST_00267,54,Male,Boston,Massachusetts,18,Gold
CUST_00268,18,Female,Dallas,Texas,46,Platinum
CUST_00269,29,Female,New York City,New York,8,Silver
CUST_00270,36,Male,Dallas,Texas,8,Silver
CUST_00271,52,Male,New York City,New York,26,Platinum
CUST_00272,18,Female,Austin,Texas,40,Platinum
CUST_00273,48,Female,Austin,Texas,15,Gold
CUST_00274,35,Male,New York City,New York,31,Platinum
CUST_00275,23,Female,Atlanta,Georgia,19,Gold
CUST_00276,40,Female,Austin,Texas,35,Platinum
CUST_00277,37,Male,Austin,Texas,19,Gold
CUST_00278,27,Male,Los Angeles,California,12,Gold
CUST_00279,35,Male,Austin,Texas,126,Platinum
CUST_00280,30,Female,Dallas,Texas,12,Gold
CUST_00281,36,Male,New York City,New York,49,Platinum
CUST_00282,42,Male,Austin,Texas,10,Silver
CUST_00283,54,Female,Boston,Massachusetts,13,Gold
CUST_00284,20,Female,Austin,Texas,28,Platinum
CUST_00285,60,Male,Chicago,Illinois,14,Gold
CUST_00286,18,Male,New York City,New York,93,Platinum
CUST_00287,33,Female,Austin,Texas,33,Platinum
CUST_00288,42,Female,Austin,Texas,68,Platinum
CUST_00289,38,Female,Austin,Texas,90,Platinum
CUST_00290,27,Male,Austin,Texas,25,Platinum
CUST_00291,32,Female,Seattle,Washington,48,Platinum
CUST_00292,29,Female,Denver,Colorado,86,Platinum
CUST_00293,27,Female,New York City,New York,50,Platinum
CUST_00294,45,Female,Denver,Colorado,28,Platinum
CUST_00295,39,Male,Boston,Massachusetts,37,Platinum
CUST_00296,26,Male,Boston,Massachusetts,26,Platinum
CUST_00297,45,Female,Seattle,Washington,39,Platinum
CUST_00298,38,Female,Atlanta,Georgia,10,Silver
CUST_00299,44,Female,New York City,New York,41,Platinum
CUST_00300,42,Male,New York City,New York,17,Gold
CUST_00301,25,Female,Chicago,Illinois,38,Platinum
CUST_00302,28,Female,San Francisco,California,70,Platinum
CUST_00303,43,Male,Denver,Colorado,29,Platinum
CUST_00304,42,Male,Denver,Colorado,30,Platinum
CUST_00305,34,Female,Los Angeles,California,19,Gold
CUST_00306,36,Female,Dallas,Texas,88,Platinum
CUST_00307,50,Female,Denver,Colorado,28,Platinum
CUST_00308,27,Female,Seattle,Washington,42,Platinum
CUST_00309,41,Male,New York City,New York,62,Platinum
CUST_00310,32,Male,Austin,Texas,12,Gold
CUST_00311,32,Female,New York City,New York,24,Gold
CUST_00312,48,Female,Denver,Colorado,13,Gold
CUST_00313,44,Female,Austin,Texas,22,Gold
CUST_00314,44,Female,Dallas,Texas,41,Platinum
CUST_00315,50,Male,New York City,New York,25,Platinum
CUST_00316,35,Female,Chicago,Illinois,9,Silver
CUST_00317,43,Male,Austin,Texas,40,Platinum
CUST_00318,31,Male,Austin,Texas,40,Platinum
CUST_00319,38,Male,Atlanta,Georgia,35,Platinum
CUST_00320,33,Male,Chicago,Illinois,16,Gold
CUST_00321,36,Male,Boston,Massachusetts,135,Platinum
CUST_00322,42,Male,Los Angeles,California,10,Silver
CUST_00323,25,Male,New York City,New York,26,Platinum
CUST_00324,60,Male,New York City,New York,44,Platinum
CUST_00325,22,Female,Atlanta,Georgia,11,Silver
CUST_00326,20,Male,Los Angeles,California,22,Gold
CUST_00327,48,Male,San Francisco,California,26,Platinum
CUST_00328,44,Female,Dallas,Texas,23,Gold
CUST_00329,42,Female,Dallas,Texas,99,Platinum
CUST_00330,42,Female,New York City,New York,13,Gold
CUST_00331,34,Male,Chicago,Illinois,45,Platinum
CUST_00332,24,Female,Dallas,Texas,38,Platinum
CUST_00333,35,Male,San Francisco,California,5,Silver
CUST_00334,26,Male,Austin,Texas,24,Gold
CUST_00335,46,Male,New York City,New York,26,Platinum
CUST_00336,33,Female,Austin,Texas,85,Platinum
CUST_00337,25,Male,Austin,Texas,16,Gold
CUST_00338,31,Male,Atlanta,Georgia,54,Platinum
CUST_00339,39,Male,Austin,Texas,58,Platinum
CUST_00340,28,Female,Austin,Texas,21,Gold
CUST_00341,25,Female,New York City,New York,65,Platinum
CUST_00342,37,Male,Chicago,Illinois,78,Platinum
CUST_00343,37,Female,Chicago,Illinois,26,Platinum
CUST_00344,28,Female,Austin,Texas,34,Platinum
CUST_00345,29,Female,Austin,Texas,44,Platinum
CUST_00346,37,Male,Austin,Texas,55,Platinum
CUST_00347,18,Female,Denver,Colorado,50,Platinum
CUST_00348,18,Male,New York City,New York,49,Platinum
CUST_00349,26,Female,Boston,Massachusetts,60,Platinum
CUST_00350,32,Male,Denver,Colorado,12,Gold
CUST_00351,38,Male,Austin,Texas,82,Platinum
CUST_00352,52,Male,Seattle,Washington,38,Platinum
CUST_00353,45,Female,New York City,New York,33,Platinum
CUST_00354,33,Male,San Francisco,California,35,Platinum
CUST_00355,34,Female,New York City,New York,96,Platinum
CUST_00356,22,Male,Chicago,Illinois,25,Platinum
CUST_00357,34,Female,Seattle,Washington,43,Platinum
CUST_00358,31,Female,Boston,Massachusetts,9,Silver
CUST_00359,38,Female,New York City,New York,22,Gold
CUST_00360,25,Female,New York City,New York,16,Gold
CUST_00361,41,Female,Denver,Colorado,60,Platinum
CUST_00362,53,Male,Boston,Massachusetts,12,Gold
CUST_00363,33,Female,Atlanta,Georgia,33,Platinum
CUST_00364,39,Male,Austin,Texas,32,Platinum
CUST_00365,43,Female,Austin,Texas,73,Platinum
CUST_00366,30,Female,Denver,Colorado,27,Platinum
CUST_00367,37,Male,Austin,Texas,13,Gold
CUST_00368,35,Male,New York City,New York,63,Platinum
CUST_00369,36,Male,Austin,Texas,12,Gold
CUST_00370,25,Female,San Francisco,California,19,Gold
CUST_00371,35,Female,Boston,Massachusetts,19,Gold
CUST_00372,40,Female,Los Angeles,California,19,Gold
CUST_00373,52,Female,New York City,New York,51,Platinum
CUST_00374,46,Female,Chicago,Illinois,29,Platinum
CUST_00375,60,Male,Atlanta,Georgia,47,Platinum
CUST_00376,25,Male,Austin,Texas,30,Platinum
CUST_00377,45,Female,San Francisco,California,15,Gold
CUST_00378,37,Female,Denver,Colorado,30,Platinum
CUST_00379,61,Female,Austin,Texas,51,Platinum
CUST_00380,25,Male,Denver,Colorado,44,Platinum
CUST_00381,24,Male,Austin,Texas,12,Gold
CUST_00382,27,Male,San Francisco,California,18,Gold
CUST_00383,18,Male,New York City,New York,27,Platinum
CUST_00384,28,Male,New York City,New York,10,Silver
CUST_00385,25,Female,Austin,Texas,66,Platinum
CUST_00386,36,Male,Atlanta,Georgia,13,Gold
CUST_00387,39,Female,Denver,Colorado,15,Gold
CUST_00388,57,Male,Chicago,Illinois,80,Platinum
CUST_00389,46,Female,Chicago,Illinois,48,Platinum
CUST_00390,28,Male,Denver,Colorado,78,Platinum
CUST_00391,24,Male,Austin,Texas,27,Platinum
CUST_00392,40,Male,Seattle,Washington,43,Platinum
CUST_00393,19,Female,Austin,Texas,34,Platinum
CUST_00394,56,Female,Austin,Texas,83,Platinum
CUST_00395,49,Male,Seattle,Washington,30,Platinum
CUST_00396,29,Male,Austin,Texas,34,Platinum
CUST_00397,18,Female,New York City,New York,60,Platinum
CUST_00398,51,Male,Denver,Colorado,84,Platinum
CUST_00399,33,Male,Denver,Colorado,46,Platinum
CUST_00400,49,Female,Seattle,Washington,111,Platinum
CUST_00401,18,Female,San Francisco,California,51,Platinum
CUST_00402,27,Male,San Francisco,California,55,Platinum
CUST_00403,35,Male,Seattle,Washington,21,Gold
CUST_00404,35,Female,New York City,New York,29,Platinum
CUST_00405,29,Male,New York City,New York,10,Silver
CUST_00406,42,Male,Denver,Colorado,118,Platinum
CUST_00407,22,Female,New York City,New York,41,Platinum
CUST_00408,33,Female,Los Angeles,California,114,Platinum
CUST_00409,36,Male,Dallas,Texas,18,Gold
CUST_00410,41,Other,Austin,Texas,21,Gold
CUST_00411,43,Female,Austin,Texas,28,Platinum
CUST_00412,21,Male,Austin,Texas,24,Gold
CUST_00413,18,Other,Austin,Texas,16,Gold
CUST_00414,50,Male,Austin,Texas,23,Gold
CUST_00415,38,Male,Chicago,Illinois,18,Gold
CUST_00416,26,Female,Atlanta,Georgia,57,Platinum
CUST_00417,53,Male,Seattle,Washington,58,Platinum
CUST_00418,36,Male,Austin,Texas,104,Platinum
CUST_00419,49,Male,New York City,New York,64,Platinum
CUST_00420,35,Male,Denver,Colorado,10,Silver
CUST_00421,59,Female,Dallas,Texas,41,Platinum
CUST_00422,56,Female,Dallas,Texas,28,Platinum
CUST_00423,32,Other,Atlanta,Georgia,41,Platinum
CUST_00424,46,Male,Denver,Colorado,18,Gold
CUST_00425,42,Male,San Francisco,California,116,Platinum
CUST_00426,51,Male,Austin,Texas,63,Platinum
CUST_00427,23,Male,Chicago,Illinois,47,Platinum
CUST_00428,43,Male,Austin,Texas,14,Gold
CUST_00429,47,Female,Denver,Colorado,58,Platinum
CUST_00430,18,Female,San Francisco,California,62,Platinum
CUST_00431,20,Female,New York City,New York,81,Platinum
CUST_00432,18,Male,Austin,Texas,89,Platinum
CUST_00433,31,Female,Austin,Texas,41,Platinum
CUST_00434,43,Male,Austin,Texas,21,Gold
CUST_00435,53,Male,Austin,Texas,36,Platinum
CUST_00436,35,Female,Austin,Texas,64,Platinum
CUST_00437,54,Female,Austin,Texas,58,Platinum
CUST_00438,18,Male,Austin,Texas,49,Platinum
CUST_00439,18,Male,Los Angeles,California,7,Silver
CUST_00440,34,Male,New York City,New York,55,Platinum
CUST_00441,39,Female,Austin,Texas,57,Platinum
CUST_00442,34,Male,Chicago,Illinois,21,Gold
CUST_00443,18,Other,Atlanta,Georgia,52,Platinum
CUST_00444,33,Male,San Francisco,California,112,Platinum
CUST_00445,19,Male,New York City,New York,33,Platinum
CUST_00446,43,Female,Chicago,Illinois,28,Platinum
CUST_00447,39,Female,Seattle,Washington,46,Platinum
CUST_00448,23,Male,Seattle,Washington,23,Gold
CUST_00449,28,Female,San Francisco,California,26,Platinum
CUST_00450,22,Female,Atlanta,Georgia,22,Gold
CUST_00451,34,Female,Atlanta,Georgia,15,Gold
CUST_00452,46,Female,Chicago,Illinois,29,Platinum
CUST_00453,23,Female,Denver,Colorado,33,Platinum
CUST_00454,41,Female,San Francisco,California,25,Platinum
CUST_00455,28,Female,Dallas,Texas,22,Gold
CUST_00456,25,Male,Austin,Texas,34,Platinum
CUST_00457,33,Male,Los Angeles,California,78,Platinum
CUST_00458,22,Male,Austin,Texas,27,Platinum
CUST_00459,28,Male,Denver,Colorado,16,Gold
CUST_00460,20,Male,Atlanta,Georgia,7,Silver
CUST_00461,58,Female,Austin,Texas,38,Platinum
CUST_00462,35,Male,Denver,Colorado,35,Platinum
CUST_00463,26,Male,Austin,Texas,31,Platinum
CUST_00464,37,Female,New York City,New York,19,Gold
CUST_00465,33,Male,Austin,Texas,12,Gold
CUST_00466,32,Male,New York City,New York,72,Platinum
CUST_00467,42,Male,New York City,New York,50,Platinum
CUST_00468,44,Male,Los Angeles,California,8,Silver
CUST_00469,28,Male,Los Angeles,California,117,Platinum
CUST_00470,28,Female,Austin,Texas,58,Platinum
CUST_00471,31,Female,Seattle,Washington,39,Platinum
CUST_00472,18,Male,Austin,Texas,92,Platinum
CUST_00473,18,Male,Austin,Texas,43,Platinum
CUST_00474,51,Male,Austin,Texas,64,Platinum
CUST_00475,54,Female,Los Angeles,California,54,Platinum
CUST_00476,32,Male,Boston,Massachusetts,69,Platinum
CUST_00477,41,Male,Austin,Texas,41,Platinum
CUST_00478,38,Female,Austin,Texas,122,Platinum
CUST_00479,71,Male,Austin,Texas,10,Silver
CUST_00480,48,Male,Denver,Colorado,26,Platinum
CUST_00481,33,Male,Chicago,Illinois,20,Gold
CUST_00482,23,Female,Austin,Texas,34,Platinum
CUST_00483,18,Female,Seattle,Washington,58,Platinum
CUST_00484,37,Female,New York City,New York,27,Platinum
CUST_00485,25,Female,Boston,Massachusetts,79,Platinum
CUST_00486,18,Female,San Francisco,California,104,Platinum
CUST_00487,27,Female,Denver,Colorado,43,Platinum
CUST_00488,22,Female,Dallas,Texas,41,Platinum
CUST_00489,55,Male,Dallas,Texas,148,Platinum
CUST_00490,45,Female,New York City,New York,42,Platinum
CUST_00491,34,Male,New York City,New York,13,Gold
CUST_00492,52,Male,Boston,Massachusetts,22,Gold
CUST_00493,35,Female,Austin,Texas,39,Platinum
CUST_00494,24,Male,Austin,Texas,34,Platinum
CUST_00495,53,Female,Denver,Colorado,8,Silver
CUST_00496,41,Male,Dallas,Texas,22,Gold
CUST_00497,22,Female,Seattle,Washington,43,Platinum
CUST_00498,32,Female,Boston,Massachusetts,49,Platinum
CUST_00499,24,Female,Chicago,Illinois,28,Platinum
CUST_00500,18,Male,Austin,Texas,17,Gold
CUST_00501,46,Male,Chicago,Illinois,22,Gold
CUST_00502,57,Female,Seattle,Washington,11,Silver
CUST_00503,18,Male,Austin,Texas,72,Platinum
CUST_00504,41,Female,Austin,Texas,53,Platinum
CUST_00505,27,Female,Austin,Texas,16,Gold
CUST_00506,29,Male,Chicago,Illinois,45,Platinum
CUST_00507,27,Male,Atlanta,Georgia,74,Platinum
CUST_00508,24,Male,San Francisco,California,74,Platinum
